Order_ID,CustomerID,OrderDate,Category,Is_Discounted,平均毛利率,Amount,Gross_Profit,Acquisition_Channel,Region
41,C_386,2025-08-12,服飾,0,0.6,424.72,254.83,網紅推薦,北部
42,C_013,2025-09-29,食品,0,0.25,136.37,34.09,網紅推薦,北部
43,C_168,2025-05-26,家電,0,0.15,93.6,14.04,FB廣告,北部
44,C_130,2025-12-22,食品,0,0.25,159.16,39.79,Google搜尋,中部
45,C_084,2025-01-30,食品,0,0.25,78.23,19.56,FB廣告,北部
46,C_321,2025-02-14,食品,0,0.25,151.66,37.92,Google搜尋,北部
47,C_319,2025-10-02,美妝,1,0.5,73.86,36.93,FB廣告,南部
48,C_101,2025-02-03,家電,1,0.15,273.7,41.06,FB廣告,中部
49,C_329,2025-05-21,美妝,0,0.5,514.85,257.42,Google搜尋,北部
50,C_273,2025-11-14,美妝,0,0.5,246.78,123.39,網紅推薦,東部
51,C_265,2025-08-09,服飾,1,0.6,136.94,82.16,網紅推薦,南部
52,C_399,2025-12-22,服飾,0,0.6,399.07,239.44,網紅推薦,南部
53,C_408,2025-01-22,食品,0,0.25,151.25,37.81,FB廣告,南部
54,C_038,2025-06-29,食品,0,0.25,386.58,96.64,FB廣告,北部
55,C_419,2025-11-25,服飾,1,0.6,78.56,47.14,Google搜尋,中部
56,C_094,2025-08-19,服飾,0,0.6,89.41,53.65,Google搜尋,北部
57,C_095,2025-02-07,家電,1,0.15,55.21,8.28,網紅推薦,東部
58,C_305,2025-03-11,食品,1,0.25,93.18,23.3,網紅推薦,中部
59,C_069,2025-04-26,食品,0,0.25,395.99,99.0,FB廣告,東部
60,C_318,2025-08-27,服飾,1,0.6,62.07,37.24,FB廣告,南部
61,C_444,2025-12-01,家電,0,0.15,14.81,2.22,FB廣告,東部
62,C_236,2025-05-28,服飾,0,0.6,98.05,58.83,網紅推薦,中部
63,C_434,2025-01-09,服飾,0,0.6,45.89,27.53,FB廣告,南部
64,C_334,2025-10-15,美妝,0,0.5,89.62,44.81,FB廣告,東部
65,C_373,2025-02-19,食品,0,0.25,1220.32,305.08,FB廣告,南部
66,C_376,2025-12-04,家電,0,0.15,61.01,9.15,FB廣告,中部
67,C_137,2025-01-05,美妝,0,0.5,279.65,139.82,Google搜尋,北部
68,C_418,2025-12-09,食品,0,0.25,136.97,34.24,FB廣告,北部
69,C_076,2025-05-06,服飾,0,0.6,215.4,129.24,網紅推薦,東部
70,C_035,2025-03-16,家電,1,0.15,89.19,13.38,自然流量,北部
71,C_001,2025-06-14,食品,0,0.25,474.07,118.52,FB廣告,北部
72,C_296,2025-10-05,服飾,0,0.6,227.43,136.46,Google搜尋,中部
73,C_320,2025-11-20,美妝,0,0.5,233.84,116.92,FB廣告,東部
74,C_406,2025-10-27,家電,0,0.15,163.84,24.58,網紅推薦,東部
75,C_060,2025-10-17,食品,0,0.25,521.11,130.28,FB廣告,南部
76,C_320,2025-03-18,美妝,0,0.5,259.86,129.93,FB廣告,東部
77,C_349,2025-10-25,服飾,0,0.6,215.06,129.04,FB廣告,南部
78,C_328,2025-05-17,服飾,0,0.6,285.04,171.02,Google搜尋,南部
79,C_267,2025-04-16,食品,1,0.25,25.53,6.38,Google搜尋,南部
80,C_361,2025-04-05,服飾,1,0.6,179.07,107.44,FB廣告,南部
81,C_229,2025-05-15,家電,0,0.15,139.21,20.88,網紅推薦,中部
82,C_270,2025-03-09,食品,1,0.25,477.51,119.38,FB廣告,東部
83,C_316,2025-05-27,美妝,0,0.5,73.62,36.81,Google搜尋,東部
84,C_286,2025-06-08,食品,0,0.25,181.47,45.37,FB廣告,南部
85,C_291,2025-06-12,食品,1,0.25,1016.22,254.06,FB廣告,東部
86,C_213,2025-12-07,美妝,0,0.5,144.65,72.32,Google搜尋,中部
87,C_165,2025-07-08,服飾,0,0.6,39.24,23.54,FB廣告,中部
88,C_005,2025-12-05,美妝,0,0.5,1304.98,652.49,FB廣告,中部
89,C_339,2025-04-05,家電,0,0.15,72.56,10.88,Google搜尋,南部
90,C_379,2025-06-30,服飾,0,0.6,52.47,31.48,網紅推薦,北部
91,C_078,2025-10-15,食品,0,0.25,54.58,13.64,FB廣告,東部
92,C_410,2025-11-18,服飾,0,0.6,307.25,184.35,FB廣告,南部
93,C_062,2025-07-06,服飾,0,0.6,543.36,326.02,FB廣告,南部
94,C_132,2025-05-18,家電,1,0.15,862.99,129.45,FB廣告,北部
95,C_089,2025-05-10,服飾,0,0.6,150.7,90.42,網紅推薦,中部
96,C_237,2025-07-13,服飾,1,0.6,55.32,33.19,FB廣告,南部
97,C_042,2025-11-12,服飾,0,0.6,83.94,50.36,Google搜尋,東部
98,C_089,2025-09-30,食品,1,0.25,153.48,38.37,網紅推薦,中部
99,C_402,2025-12-18,服飾,1,0.6,145.3,87.18,自然流量,北部
100,C_296,2025-05-24,美妝,0,0.5,549.11,274.56,Google搜尋,中部
101,C_328,2025-01-16,服飾,0,0.6,39.74,23.84,Google搜尋,南部
102,C_295,2025-10-29,家電,0,0.15,48.64,7.3,FB廣告,北部
103,C_104,2025-09-02,服飾,1,0.6,108.87,65.32,Google搜尋,中部
104,C_014,2025-04-17,服飾,0,0.6,214.69,128.81,FB廣告,南部
105,C_288,2025-03-29,食品,0,0.25,95.33,23.83,Google搜尋,北部
106,C_179,2025-05-09,美妝,0,0.5,87.88,43.94,自然流量,東部
107,C_125,2025-12-07,服飾,1,0.6,479.98,287.99,FB廣告,東部
108,C_422,2025-01-04,美妝,0,0.5,237.92,118.96,網紅推薦,東部
109,C_353,2025-11-23,家電,0,0.15,55.44,8.32,Google搜尋,中部
110,C_023,2025-11-02,食品,0,0.25,89.15,22.29,FB廣告,東部
111,C_063,2025-04-05,美妝,1,0.5,248.84,124.42,網紅推薦,東部
112,C_143,2025-07-28,食品,0,0.25,42.05,10.51,Google搜尋,北部
113,C_153,2025-08-13,服飾,0,0.6,247.33,148.4,FB廣告,中部
114,C_145,2025-12-14,家電,0,0.15,105.24,15.79,FB廣告,東部
115,C_225,2025-11-17,食品,0,0.25,213.32,53.33,FB廣告,南部
116,C_450,2025-02-16,服飾,1,0.6,167.31,100.39,FB廣告,中部
117,C_309,2025-06-30,美妝,0,0.5,48.55,24.28,網紅推薦,北部
118,C_104,2025-04-16,家電,0,0.15,78.52,11.78,Google搜尋,中部
119,C_104,2025-07-18,家電,1,0.15,631.06,94.66,Google搜尋,中部
120,C_435,2025-04-16,美妝,1,0.5,1589.73,794.86,FB廣告,南部
121,C_039,2025-10-07,美妝,0,0.5,25.86,12.93,Google搜尋,南部
122,C_435,2025-09-17,家電,0,0.15,421.21,63.18,FB廣告,南部
123,C_198,2025-04-18,食品,1,0.25,199.46,49.86,網紅推薦,南部
124,C_134,2025-01-19,家電,0,0.15,1190.68,178.6,FB廣告,南部
125,C_067,2025-10-23,美妝,1,0.5,84.9,42.45,FB廣告,東部
126,C_391,2025-11-02,食品,1,0.25,364.41,91.1,自然流量,南部
127,C_179,2025-06-20,服飾,0,0.6,109.66,65.8,自然流量,東部
128,C_456,2025-11-27,家電,1,0.15,534.54,80.18,Google搜尋,中部
129,C_042,2025-07-14,美妝,0,0.5,1497.1,748.55,Google搜尋,東部
130,C_448,2025-01-12,服飾,0,0.6,183.66,110.2,網紅推薦,南部
131,C_015,2025-07-14,家電,0,0.15,47.51,7.13,FB廣告,北部
132,C_111,2025-10-10,家電,1,0.15,610.25,91.54,FB廣告,中部
133,C_157,2025-07-01,食品,0,0.25,261.25,65.31,Google搜尋,北部
134,C_289,2025-11-01,美妝,0,0.5,216.6,108.3,FB廣告,北部
135,C_231,2025-05-24,服飾,1,0.6,722.88,433.73,網紅推薦,東部
136,C_411,2025-11-12,家電,0,0.15,47.58,7.14,FB廣告,北部
137,C_420,2025-07-01,食品,0,0.25,72.52,18.13,網紅推薦,中部
138,C_157,2025-01-30,服飾,1,0.6,268.88,161.33,Google搜尋,北部
139,C_038,2025-03-25,服飾,1,0.6,70.92,42.55,FB廣告,北部
140,C_441,2025-06-15,家電,1,0.15,108.2,16.23,FB廣告,南部
141,C_097,2025-10-11,服飾,1,0.6,531.0,318.6,Google搜尋,東部
142,C_411,2025-10-08,家電,0,0.15,228.82,34.32,FB廣告,北部
143,C_439,2025-04-06,食品,0,0.25,45.66,11.42,網紅推薦,東部
144,C_289,2025-09-23,食品,0,0.25,223.19,55.8,FB廣告,北部
145,C_254,2025-10-25,服飾,0,0.6,512.38,307.43,FB廣告,中部
146,C_196,2025-10-23,家電,0,0.15,176.19,26.43,FB廣告,中部
147,C_086,2025-08-13,美妝,1,0.5,354.89,177.44,FB廣告,東部
148,C_322,2025-11-29,食品,0,0.25,88.5,22.12,網紅推薦,北部
149,C_010,2025-12-27,家電,0,0.15,192.46,28.87,網紅推薦,南部
150,C_005,2025-02-11,家電,0,0.15,30.67,4.6,FB廣告,中部
151,C_123,2025-10-30,家電,0,0.15,278.59,41.79,FB廣告,北部
152,C_330,2025-09-03,服飾,0,0.6,212.75,127.65,FB廣告,東部
153,C_353,2025-07-27,美妝,0,0.5,40.84,20.42,Google搜尋,中部
154,C_118,2025-08-25,服飾,0,0.6,679.18,407.51,FB廣告,北部
155,C_294,2025-01-22,食品,0,0.25,262.73,65.68,FB廣告,中部
156,C_397,2025-07-04,服飾,1,0.6,74.24,44.54,網紅推薦,北部
157,C_159,2025-08-30,家電,1,0.15,286.04,42.91,FB廣告,北部
158,C_303,2025-12-29,服飾,0,0.6,55.45,33.27,Google搜尋,中部
159,C_228,2025-10-10,家電,1,0.15,63.68,9.55,FB廣告,北部
160,C_365,2025-02-10,美妝,0,0.5,55.74,27.87,自然流量,北部
161,C_216,2025-12-02,服飾,0,0.6,54.16,32.5,FB廣告,中部
162,C_436,2025-06-11,服飾,0,0.6,229.89,137.93,網紅推薦,南部
163,C_184,2025-06-09,服飾,0,0.6,163.13,97.88,網紅推薦,中部
164,C_015,2025-03-30,家電,1,0.15,313.63,47.04,FB廣告,北部
165,C_157,2025-11-18,家電,0,0.15,8.85,1.33,Google搜尋,北部
166,C_136,2025-01-12,服飾,1,0.6,100.33,60.2,FB廣告,北部
167,C_261,2025-03-14,服飾,0,0.6,101.76,61.06,Google搜尋,南部
168,C_157,2025-03-17,美妝,0,0.5,156.43,78.22,Google搜尋,北部
169,C_047,2025-12-12,美妝,1,0.5,152.44,76.22,FB廣告,中部
170,C_324,2025-07-20,食品,0,0.25,186.44,46.61,FB廣告,東部
171,C_332,2025-01-10,美妝,0,0.5,162.2,81.1,網紅推薦,南部
172,C_173,2025-12-18,美妝,0,0.5,93.8,46.9,Google搜尋,中部
173,C_130,2025-08-14,美妝,0,0.5,99.53,49.76,Google搜尋,中部
174,C_411,2025-06-25,家電,0,0.15,140.78,21.12,FB廣告,北部
175,C_095,2025-10-03,美妝,0,0.5,245.83,122.92,網紅推薦,東部
176,C_115,2025-02-08,美妝,0,0.5,161.6,80.8,Google搜尋,中部
177,C_243,2025-03-01,服飾,0,0.6,67.68,40.61,自然流量,東部
178,C_420,2025-03-07,家電,0,0.15,64.19,9.63,網紅推薦,中部
179,C_292,2025-11-17,食品,0,0.25,247.13,61.78,FB廣告,中部
180,C_282,2025-05-04,食品,0,0.25,316.52,79.13,FB廣告,東部
181,C_299,2025-06-13,美妝,0,0.5,433.12,216.56,Google搜尋,北部
182,C_283,2025-06-08,食品,0,0.25,90.84,22.71,FB廣告,中部
183,C_069,2025-02-26,食品,0,0.25,22.7,5.68,FB廣告,東部
184,C_148,2025-03-19,食品,0,0.25,217.38,54.34,Google搜尋,東部
185,C_011,2025-07-13,美妝,0,0.5,72.56,36.28,FB廣告,北部
186,C_254,2025-10-12,食品,0,0.25,133.84,33.46,FB廣告,中部
187,C_330,2025-01-15,美妝,0,0.5,172.13,86.06,FB廣告,東部
188,C_360,2025-01-12,服飾,0,0.6,258.18,154.91,Google搜尋,中部
189,C_038,2025-04-11,服飾,0,0.6,362.56,217.54,FB廣告,北部
190,C_134,2025-06-05,食品,0,0.25,478.01,119.5,FB廣告,南部
191,C_200,2025-12-06,服飾,0,0.6,555.19,333.11,網紅推薦,北部
192,C_023,2025-05-05,美妝,0,0.5,164.69,82.34,FB廣告,東部
193,C_303,2025-12-25,服飾,0,0.6,27.42,16.45,Google搜尋,中部
194,C_346,2025-10-07,食品,0,0.25,80.68,20.17,Google搜尋,南部
195,C_302,2025-04-20,美妝,1,0.5,606.76,303.38,Google搜尋,中部
196,C_363,2025-11-30,家電,0,0.15,172.22,25.83,Google搜尋,南部
197,C_396,2025-12-23,美妝,1,0.5,1310.78,655.39,自然流量,東部
198,C_218,2025-05-26,服飾,1,0.6,101.6,60.96,網紅推薦,中部
199,C_141,2025-08-04,家電,0,0.15,1499.46,224.92,自然流量,南部
200,C_104,2025-06-11,美妝,0,0.5,148.19,74.1,Google搜尋,中部
201,C_446,2025-05-08,家電,0,0.15,97.54,14.63,自然流量,南部
202,C_210,2025-11-10,家電,0,0.15,72.84,10.93,FB廣告,南部
203,C_111,2025-11-28,家電,0,0.15,287.11,43.07,FB廣告,中部
204,C_104,2025-05-30,美妝,1,0.5,36.12,18.06,Google搜尋,中部
205,C_316,2025-02-05,服飾,1,0.6,85.65,51.39,Google搜尋,東部
206,C_171,2025-06-22,美妝,0,0.5,140.81,70.4,Google搜尋,北部
207,C_356,2025-01-22,服飾,0,0.6,15.52,9.31,Google搜尋,東部
208,C_324,2025-07-25,美妝,0,0.5,134.63,67.32,FB廣告,東部
209,C_133,2025-05-07,美妝,1,0.5,829.23,414.62,FB廣告,中部
210,C_376,2025-12-02,美妝,1,0.5,228.6,114.3,FB廣告,中部
211,C_293,2025-12-22,服飾,1,0.6,76.86,46.12,網紅推薦,北部
212,C_328,2025-08-05,美妝,0,0.5,92.03,46.02,Google搜尋,南部
213,C_127,2025-04-06,家電,0,0.15,207.92,31.19,網紅推薦,北部
214,C_106,2025-06-13,美妝,0,0.5,89.05,44.52,FB廣告,南部
215,C_092,2025-05-28,家電,0,0.15,237.12,35.57,網紅推薦,北部
216,C_287,2025-01-18,食品,1,0.25,86.58,21.64,Google搜尋,南部
217,C_378,2025-10-21,食品,1,0.25,53.29,13.32,FB廣告,北部
218,C_393,2025-07-14,服飾,0,0.6,483.38,290.03,FB廣告,中部
219,C_051,2025-05-31,服飾,0,0.6,301.58,180.95,自然流量,中部
220,C_029,2025-12-31,食品,0,0.25,22.46,5.62,Google搜尋,東部
221,C_296,2025-05-03,美妝,1,0.5,105.97,52.98,Google搜尋,中部
222,C_297,2025-07-06,美妝,0,0.5,421.13,210.56,網紅推薦,北部
223,C_214,2025-05-29,美妝,0,0.5,125.7,62.85,FB廣告,東部
224,C_267,2025-04-14,食品,0,0.25,83.05,20.76,Google搜尋,南部
225,C_407,2025-08-31,家電,0,0.15,115.29,17.29,FB廣告,中部
226,C_257,2025-08-19,服飾,1,0.6,165.82,99.49,自然流量,南部
227,C_302,2025-07-25,家電,0,0.15,124.01,18.6,Google搜尋,中部
228,C_101,2025-07-17,食品,0,0.25,136.64,34.16,FB廣告,中部
229,C_405,2025-12-03,家電,0,0.15,127.75,19.16,FB廣告,中部
230,C_346,2025-03-28,美妝,0,0.5,56.06,28.03,Google搜尋,南部
231,C_110,2025-05-22,美妝,0,0.5,53.24,26.62,FB廣告,北部
232,C_420,2025-11-13,家電,0,0.15,49.9,7.48,網紅推薦,中部
233,C_182,2025-07-18,食品,0,0.25,162.63,40.66,FB廣告,南部
234,C_313,2025-02-15,家電,1,0.15,265.81,39.87,FB廣告,北部
235,C_001,2025-10-15,美妝,0,0.5,57.9,28.95,FB廣告,北部
236,C_319,2025-01-15,美妝,0,0.5,33.11,16.56,FB廣告,南部
237,C_438,2025-02-13,食品,0,0.25,62.1,15.52,網紅推薦,北部
238,C_055,2025-06-18,家電,0,0.15,603.29,90.49,Google搜尋,北部
239,C_371,2025-11-06,美妝,0,0.5,108.52,54.26,FB廣告,北部
240,C_424,2025-02-13,美妝,1,0.5,119.81,59.9,Google搜尋,中部
241,C_399,2025-04-08,家電,0,0.15,66.84,10.03,網紅推薦,南部
242,C_149,2025-09-18,家電,0,0.15,262.88,39.43,FB廣告,北部
243,C_431,2025-04-19,服飾,0,0.6,131.19,78.71,FB廣告,南部
244,C_309,2025-10-10,食品,0,0.25,71.76,17.94,網紅推薦,北部
245,C_137,2025-12-09,食品,0,0.25,52.94,13.24,Google搜尋,北部
246,C_202,2025-04-14,家電,0,0.15,216.56,32.48,FB廣告,南部
247,C_436,2025-09-13,食品,0,0.25,193.25,48.31,網紅推薦,南部
248,C_313,2025-07-25,美妝,0,0.5,43.02,21.51,FB廣告,北部
249,C_117,2025-12-01,家電,0,0.15,506.43,75.96,網紅推薦,北部
250,C_154,2025-02-12,家電,0,0.15,78.11,11.72,Google搜尋,南部
251,C_425,2025-12-19,家電,0,0.15,16.04,2.41,FB廣告,南部
252,C_291,2025-09-02,服飾,0,0.6,684.46,410.68,FB廣告,東部
253,C_063,2025-10-14,食品,0,0.25,133.95,33.49,網紅推薦,東部
254,C_244,2025-12-21,服飾,1,0.6,229.17,137.5,FB廣告,北部
255,C_025,2025-09-30,美妝,0,0.5,790.2,395.1,Google搜尋,中部
256,C_090,2025-03-24,食品,0,0.25,54.46,13.62,Google搜尋,南部
257,C_075,2025-04-20,服飾,0,0.6,239.69,143.81,網紅推薦,東部
258,C_294,2025-07-09,家電,1,0.15,480.74,72.11,FB廣告,中部
259,C_386,2025-10-15,服飾,1,0.6,58.29,34.97,網紅推薦,北部
260,C_391,2025-09-08,家電,0,0.15,639.48,95.92,自然流量,南部
261,C_210,2025-07-31,服飾,0,0.6,36.26,21.76,FB廣告,南部
262,C_418,2025-10-18,服飾,1,0.6,134.91,80.95,FB廣告,北部
263,C_347,2025-05-13,服飾,0,0.6,50.64,30.38,Google搜尋,東部
264,C_017,2025-07-20,家電,0,0.15,297.63,44.64,FB廣告,中部
265,C_128,2025-10-12,服飾,1,0.6,56.52,33.91,網紅推薦,南部
266,C_427,2025-11-22,食品,0,0.25,80.05,20.01,Google搜尋,中部
267,C_443,2025-04-05,食品,0,0.25,61.62,15.4,FB廣告,中部
268,C_364,2025-10-05,食品,1,0.25,44.61,11.15,Google搜尋,東部
269,C_251,2025-11-21,家電,0,0.15,68.93,10.34,FB廣告,中部
270,C_179,2025-08-07,家電,0,0.15,141.84,21.28,自然流量,東部
271,C_182,2025-03-30,食品,0,0.25,134.26,33.56,FB廣告,南部
272,C_152,2025-03-13,食品,0,0.25,119.53,29.88,FB廣告,北部
273,C_025,2025-09-04,食品,0,0.25,76.21,19.05,Google搜尋,中部
274,C_455,2025-05-09,美妝,0,0.5,103.96,51.98,FB廣告,南部
275,C_180,2025-07-31,食品,0,0.25,30.4,7.6,FB廣告,南部
276,C_198,2025-12-09,服飾,1,0.6,73.77,44.26,網紅推薦,南部
277,C_344,2025-04-06,美妝,0,0.5,118.89,59.44,Google搜尋,中部
278,C_161,2025-03-16,美妝,1,0.5,199.21,99.6,FB廣告,中部
279,C_177,2025-02-23,家電,1,0.15,176.31,26.45,Google搜尋,東部
280,C_285,2025-12-10,服飾,0,0.6,43.47,26.08,Google搜尋,中部
281,C_063,2025-02-23,家電,0,0.15,227.64,34.15,網紅推薦,東部
282,C_150,2025-08-06,家電,1,0.15,167.71,25.16,FB廣告,北部
283,C_154,2025-01-16,服飾,0,0.6,626.51,375.91,Google搜尋,南部
284,C_156,2025-04-09,家電,0,0.15,33.3,4.99,FB廣告,南部
285,C_370,2025-01-20,服飾,0,0.6,129.48,77.69,FB廣告,南部
286,C_049,2025-02-15,服飾,1,0.6,416.26,249.76,Google搜尋,北部
287,C_455,2025-07-12,家電,0,0.15,110.34,16.55,FB廣告,南部
288,C_337,2025-02-27,食品,0,0.25,59.53,14.88,網紅推薦,中部
289,C_084,2025-04-21,家電,0,0.15,65.62,9.84,FB廣告,北部
290,C_361,2025-05-09,美妝,1,0.5,325.31,162.66,FB廣告,南部
291,C_177,2025-12-03,家電,0,0.15,31.56,4.73,Google搜尋,東部
292,C_148,2025-07-13,服飾,0,0.6,106.35,63.81,Google搜尋,東部
293,C_118,2025-12-06,美妝,0,0.5,61.8,30.9,FB廣告,北部
294,C_342,2025-11-22,服飾,0,0.6,66.62,39.97,Google搜尋,中部
295,C_063,2025-01-08,食品,0,0.25,230.81,57.7,網紅推薦,東部
296,C_189,2025-01-29,食品,0,0.25,99.95,24.99,Google搜尋,南部
297,C_360,2025-04-22,美妝,0,0.5,187.36,93.68,Google搜尋,中部
298,C_049,2025-06-10,食品,1,0.25,42.86,10.72,Google搜尋,北部
299,C_327,2025-05-11,食品,0,0.25,340.32,85.08,Google搜尋,北部
300,C_257,2025-07-07,家電,0,0.15,183.58,27.54,自然流量,南部
301,C_224,2025-06-12,家電,1,0.15,511.84,76.78,FB廣告,南部
302,C_141,2025-07-16,食品,0,0.25,98.8,24.7,自然流量,南部
303,C_215,2025-12-30,食品,0,0.25,232.66,58.16,網紅推薦,東部
304,C_435,2025-07-23,家電,1,0.15,324.86,48.73,FB廣告,南部
305,C_379,2025-07-31,食品,0,0.25,228.13,57.03,網紅推薦,北部
306,C_440,2025-04-19,食品,0,0.25,810.61,202.65,FB廣告,東部
307,C_211,2025-10-03,服飾,0,0.6,28.13,16.88,Google搜尋,南部
308,C_318,2025-03-14,食品,0,0.25,176.73,44.18,FB廣告,南部
309,C_032,2025-06-16,美妝,0,0.5,98.9,49.45,FB廣告,北部
310,C_158,2025-09-17,服飾,1,0.6,92.05,55.23,網紅推薦,北部
311,C_285,2025-08-31,美妝,0,0.5,660.86,330.43,Google搜尋,中部
312,C_305,2025-10-02,食品,0,0.25,79.82,19.95,網紅推薦,中部
313,C_429,2025-04-12,家電,0,0.15,348.22,52.23,FB廣告,南部
314,C_286,2025-06-22,服飾,1,0.6,51.72,31.03,FB廣告,南部
315,C_144,2025-06-20,家電,1,0.15,411.38,61.71,FB廣告,北部
316,C_424,2025-05-21,服飾,0,0.6,145.12,87.07,Google搜尋,中部
317,C_019,2025-07-07,家電,1,0.15,111.86,16.78,Google搜尋,南部
318,C_018,2025-03-27,服飾,1,0.6,31.92,19.15,Google搜尋,北部
319,C_257,2025-02-21,服飾,0,0.6,112.09,67.25,自然流量,南部
320,C_078,2025-04-21,美妝,0,0.5,74.68,37.34,FB廣告,東部
321,C_371,2025-12-31,家電,0,0.15,852.06,127.81,FB廣告,北部
322,C_175,2025-12-08,美妝,1,0.5,156.28,78.14,Google搜尋,北部
323,C_194,2025-02-12,美妝,1,0.5,81.74,40.87,Google搜尋,東部
324,C_113,2025-07-30,家電,0,0.15,78.35,11.75,自然流量,東部
325,C_114,2025-07-19,服飾,0,0.6,38.1,22.86,網紅推薦,中部
326,C_222,2025-10-25,美妝,0,0.5,680.13,340.06,Google搜尋,南部
327,C_166,2025-12-12,家電,1,0.15,521.28,78.19,網紅推薦,北部
328,C_435,2025-08-28,服飾,1,0.6,138.81,83.29,FB廣告,南部
329,C_319,2025-04-25,美妝,0,0.5,1312.05,656.02,FB廣告,南部
330,C_132,2025-01-26,美妝,0,0.5,146.48,73.24,FB廣告,北部
331,C_385,2025-10-26,美妝,0,0.5,444.27,222.14,網紅推薦,南部
332,C_264,2025-03-18,服飾,1,0.6,261.43,156.86,Google搜尋,南部
333,C_413,2025-05-17,美妝,0,0.5,83.55,41.78,自然流量,北部
334,C_055,2025-01-20,服飾,0,0.6,178.1,106.86,Google搜尋,北部
335,C_359,2025-07-30,食品,1,0.25,215.45,53.86,自然流量,中部
336,C_131,2025-08-28,美妝,0,0.5,40.28,20.14,Google搜尋,南部
337,C_288,2025-02-08,食品,1,0.25,197.94,49.48,Google搜尋,北部
338,C_266,2025-09-25,家電,0,0.15,464.49,69.67,網紅推薦,東部
339,C_366,2025-07-26,美妝,0,0.5,74.33,37.16,FB廣告,南部
340,C_162,2025-09-24,家電,1,0.15,120.25,18.04,Google搜尋,南部
341,C_380,2025-06-03,家電,0,0.15,48.93,7.34,FB廣告,北部
342,C_087,2025-02-11,家電,0,0.15,91.58,13.74,網紅推薦,東部
343,C_055,2025-01-11,食品,0,0.25,98.97,24.74,Google搜尋,北部
344,C_288,2025-10-21,服飾,0,0.6,719.22,431.53,Google搜尋,北部
345,C_178,2025-04-08,食品,0,0.25,108.07,27.02,FB廣告,中部
346,C_391,2025-10-02,食品,1,0.25,87.33,21.83,自然流量,南部
347,C_349,2025-08-18,家電,1,0.15,135.1,20.26,FB廣告,南部
