User_ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30
U_1010,1.6401188364405583,2.39708067425546,2.45521419496348,3.243059672445562,2.4145385550727307,2.5895882610330183,2.299867369449406,2.6147757289818148,2.9048669576288537,2.5472375828946032,3.748157351488283,4.5931283497439335,3.792898107586582,3.8888888848854597,4.811613627139256,3.843026820313645,4.5044870677720725,3.3011295819976185,4.455390215767208,4.166210569132456,1.7013106501465165,1.43484695710793,4.342039711517886,4.281304781414967,2.435843658537149,3.420006862341301,2.6933554466528107,3.871202537837176,3.7010698474654435,2.541968710169429
U_1011,2.0597619064325845,3.104022619486787,1.7383427687875486,2.8078982024686248,2.6643925491860476,2.457216839234112,2.6566357747211384,1.7919613258812404,2.866829264097019,2.3764755671979376,3.551851345917352,2.659200792424242,4.117720333826149,3.935561047616802,3.540225974464136,3.090757637841522,3.9700103899149903,3.0269977236913497,3.382128790429432,3.0718174970905463,3.404489568100144,2.1585499150073537,3.3115114130002175,2.1119329140099015,4.993784906291403,3.43787017179934,4.419075076880834,2.7259345451015173,1.4741801642955177,4.865305052829075
U_1012,2.905783550985592,2.646772941587116,2.7978581629707335,3.2947465533283147,3.390159935080632,3.7267632674684084,3.233573443484015,2.0299312225928734,2.6324560217701705,3.2235408610158554,4.3369444583619545,4.034247567863486,4.0385275677602674,5.0,4.039559061729734,4.65187663145124,5.0,4.492689752091036,4.367094850959712,4.189399815308361,3.8224104649147987,3.8380191679412987,4.3891969337848025,3.6304903756080895,2.11848867861858,4.1257394543931625,3.087000394002675,4.4549731437638656,3.7689578533328287,1.4452347191983606
U_1013,1.0,1.0,1.0,1.0,1.2511534801713804,1.0701041821271537,1.0,1.0,1.0,1.0,2.872035300032468,3.4118224483889126,1.9219152284917074,3.022410053844467,2.1624122336225504,2.2731733744593017,2.1812743432328885,1.8821121589822674,1.9254747276846358,2.7016168984387217,2.579043942940855,3.3531515353419854,4.306269537794252,4.286012575607836,3.360029613214078,4.291863360709691,2.2454113737132597,3.7609174140361588,1.955097675929041,1.4210213809841639
U_1014,1.3448360219502349,1.0,1.0,1.0,1.1696001726807401,1.0,1.0,1.0,1.3415928969860214,1.400908107760106,4.398270583662135,4.059791978699444,4.218155432020489,4.7987578637055925,5.0,4.506703575406985,4.294527612652785,3.6456899052288914,4.650256829480672,4.904280151053421,1.1566948283287624,2.9204920704760506,4.629928027809932,4.169907390841489,2.1282467132847733,1.108917264824243,2.797399195871549,3.6326187406108725,3.2898774169668563,1.173264077820063
U_1015,2.228341895524431,2.844444390420491,2.0356929100929593,2.069373185939681,1.8946001750622787,2.527666669314967,2.99768198050118,1.8367820952198917,2.34602588519278,2.3635139960326885,2.8977012233420534,2.502872623234038,3.126453665930529,3.6314504625777753,3.229267648084366,3.734086199736619,2.9526886646048487,3.4046883000536305,3.122571622133627,3.5956224496750218,4.634818096787173,3.2860838635838414,1.4688823527783268,4.127802949703716,1.4482842022402926,3.9334382563615513,2.6975243159128137,1.8833614891388728,1.6898554674075301,2.2801780790410704
U_1016,1.6523452349433863,1.0249296178602703,1.5441857608427019,1.0,2.8738837425945225,1.7670544222063944,1.418139636544424,1.0,1.2477562324999596,1.6973806884560505,2.7880692049805087,1.607838626222526,2.940409243333506,2.134824533818282,1.9044455373005094,1.9076246480492298,2.143110294457903,2.6411177582938477,1.8092304393657908,2.349465165303983,3.92298766738998,3.2370320521573728,1.5808605658140626,1.3545502794609394,3.2703432593747066,4.13526097852095,2.0396562483422036,2.63136924539833,3.9038677902718093,2.592916969871697
U_1017,2.375165616910952,1.9610190000590444,3.7251807976939735,4.398185754381695,3.4742635307834453,2.950130344884301,3.0069806728399744,3.0097251923779744,3.6062557686770496,3.0033821724897263,2.2491643703949835,3.1504430596610122,2.8382765413496758,2.5135902550798006,2.203415110269682,2.857151401993547,1.6921439780883134,2.0291928427227366,1.8544621245023833,2.793517474438311,2.0866672267320587,2.2281677019597015,1.33123611587621,1.3193878702894568,2.413394683464559,3.8017177578329475,2.158554919967627,2.7356899565293995,1.2435182975722068,1.378062576278185
U_1018,2.22808012447916,1.6847916801700475,1.6515248229399397,1.9880336089742476,1.836700996063794,2.555601480062722,2.9708678922971017,1.813125366942159,1.5529674798788118,1.244414554179004,3.06281417380865,2.573069896114514,2.53556452477253,2.248764496932769,3.0954689148001298,2.8298014882477642,2.7363482944361226,2.370782900226449,2.264370288872752,3.5795518717688495,2.9874554229789596,1.3898237889789034,4.741075364381727,2.22708014294955,3.332877070093551,3.8547826372923844,1.7458156852442177,3.9346443863160823,1.6616711472108752,3.1965239814673185
U_1019,1.0,1.5811059583531104,1.2611899363831136,1.5043091909589188,1.7871982699254358,1.332835179662695,1.794159340724816,1.6381744702508454,2.2024979825937563,1.9592176546723221,3.4456958177174255,3.212477889588334,3.27267485386248,3.2340887418530166,3.836537897730348,3.4162146718938864,2.696549960265978,3.919943893698615,4.249816369754648,3.8747739032072674,1.111171159868312,4.587129474652203,2.9006495375115726,1.143791524784071,3.2347139066599713,1.1656114367370778,2.3440022288304334,3.4735781810302098,1.736545919483346,3.3332061162194764
U_1020,4.788744837839029,5.0,5.0,4.72982464776741,4.8835039956709005,5.0,3.5662216733593466,4.853094063489855,5.0,5.0,3.1201060458824394,3.33866753463508,3.25873693053605,3.76032088589577,3.427196041169487,3.854190675365445,3.401182449661236,2.9794201336701196,4.524907349434052,3.02618701933174,2.3571311272237674,3.3996450504956583,1.2573011339297926,3.0017189460770575,3.1690269165742464,2.7681546477956243,3.497623212996684,1.3434423625050682,1.1653743434159942,4.004106774453312
U_1021,2.8677569083952528,2.4974877583734574,2.0172271209741957,2.3615100390538633,2.9286825358858204,1.9163223043162407,2.446439069810955,3.5331020630025214,3.0311171525939407,1.9171095181311735,2.8053574045164162,3.047511439184027,2.083713129186272,2.60833163925526,3.7786968973171877,2.565688709457716,3.5989254016306287,2.6264394488160376,2.6435345705035918,1.2680374645384018,3.090140942340473,3.7909919987234066,2.286119610056165,2.579128265080873,1.4932044881861177,4.2727185988869625,2.546232674838525,2.23079180754896,3.9800500646409827,4.903872466463206
U_1022,3.761363143544834,2.875320542067507,2.155112479838179,2.988071605151123,4.327125844925852,2.802644459203825,2.1750391768444812,2.5632318176028113,3.7615371980103953,3.462604995980337,3.2538111890355332,2.8907514092032534,2.536534857890403,3.6362567356713615,3.392592507919033,3.220630957144065,2.7258437780258595,2.8856271764072234,3.054987724311858,3.128902579733331,3.0688944604650006,2.8559888974678205,2.4056505645198674,3.2281036501725966,2.7607230974014283,4.736028565180415,3.849292843705169,2.892190017846182,4.923810018959731,3.4774089891695983
U_1023,1.0,1.8672525436717256,1.6820970089431553,1.0,1.1527414624163286,1.3066215948892874,1.0,1.7308316225725684,1.3226978516055423,1.7515427616604065,5.0,5.0,5.0,4.143108390775882,4.5920757520730415,5.0,4.811203289703525,4.966998022420523,4.545656100974731,5.0,1.8327395120341645,4.02592231990625,4.238239293907029,2.195154154678762,4.248015757595168,1.917871682287739,4.947912678751813,3.946931783427972,4.11359115364673,1.4466032267237816
U_1024,1.0,1.4118698807220704,2.007419199922729,3.485283979596433,2.1878602835610828,2.915431279384238,1.0,2.3703901021341447,2.7294594777572887,2.4089287917202453,4.865108042285217,4.448914823107684,3.4679520721169994,4.632153711429689,3.974181512030897,4.129851935890266,4.835358728985211,3.9539807097523543,3.914791861925818,3.837422290143938,4.1069894647355625,3.3379890559146688,3.9419075686836917,2.943016011961708,2.2605739821785433,3.3167797614111802,2.50840431793794,3.9742765203186963,4.442527848489583,1.3540969729831311
U_1025,3.225031880028687,2.9388467200603348,2.9739883437805292,2.5158511084406414,3.1913963636580713,3.332841793952932,3.064612318804868,3.480441669711132,3.8719672553028768,3.932162555527719,3.594695946102367,3.879951319218386,4.157738284461753,2.7249075348045664,2.861616783419705,3.4986506661461245,3.489204581722179,3.394100674509279,4.036648464542847,3.3446641746778365,2.1954486341065738,1.215204488388761,3.757548198250276,2.338979063436215,2.7753260211682607,4.217320958202334,2.850556856358468,2.962173234286547,1.0240306413531086,4.110187454601485
U_1026,2.5190632978486636,1.7140196520557656,1.2282295180276797,1.102824565169647,2.154565674883756,1.7740440841836125,1.047836797512581,1.400550275460465,1.741557047990393,1.7271675281546783,2.466607306930179,3.4330227114867635,2.8589056697334443,3.0774910171213814,3.198113442774745,2.9050089789292444,3.176644876505708,3.114764071207499,3.9671909794831284,2.898553249598021,3.3216400927118905,4.560388141574764,1.087454210365515,1.7808323688932344,2.975326361281072,4.009630571436743,1.6564406277923904,1.4677295290427104,1.471479855098373,3.601336514143707
U_1027,4.070310798484525,3.6754469826573235,3.32093755163105,3.230708019821606,2.697570606919607,2.887205725737733,3.4807902504130253,3.986677808960101,3.3232440362576643,2.742425858040211,4.320318555461638,3.07780140124559,2.709770758178529,3.4661917726528486,2.8516365389179055,3.029684171514661,2.914823844530569,3.211115464489219,2.649315518454966,3.1481682224907086,2.086088902151899,2.2221445871515475,4.642783185705515,3.5974667245512597,4.4509252503669785,3.4755604679203165,2.5688611431172643,2.171613613491356,3.2360813571794496,1.647657578826247
U_1028,2.3840632797347467,2.0243302255019926,3.0785026281456047,2.9232714345236226,1.2964556263591813,1.7007628734826983,1.4666729426561715,2.4268459512700553,1.426922593008876,2.4618180726215946,2.7890062726484284,3.1973288851741017,3.860694023532968,3.383563094772224,4.3276862551760455,3.3297836799451677,3.374875390653717,3.53035130716564,3.4493951889720327,3.2184662346244775,2.7006714919470807,1.551563109685342,1.8622210676629662,3.693743605996741,3.6223990769040757,1.074764753048001,3.9073298031627175,2.018769528988277,4.91147553917667,2.013439890734136
U_1029,2.4041494074320444,2.6671880061009885,3.0510317295571276,2.657221999879395,2.3564098649379943,2.8112198303930205,2.691423426834088,2.3102450077891934,2.608400737387321,2.7724161511044327,2.65639753498243,2.3477479121245524,2.924374239914834,2.4573292498847534,2.9149218493002054,2.417306149889719,1.7017606867473616,2.354070608138331,1.9568327974861917,2.827021446655272,1.830058501000921,1.352164030817263,3.516245618770711,4.316926770999,1.400810139349256,3.8955433604462635,1.8696191989698514,4.124105641232965,3.6428517241928144,4.000961549170073
U_1030,2.681513363643379,1.033788388618229,2.7090638212682125,1.6598841673094926,1.4609905857950802,1.5958990684155445,2.07049392626456,2.2719400508681296,2.6896636576058794,1.9763036409356465,3.0097406785044734,3.0491481356649603,3.3529149908633027,2.314232602644857,3.1106320438099377,2.834921124570451,3.217121274506028,3.8899839360867294,2.5839792326288356,2.8680832103777054,3.5320311701281533,3.8817612553684433,1.2472761720456766,4.499007132614899,4.460683943220085,4.092970013115259,1.728216194620917,1.7199452560226143,2.4965467749523107,3.264623127222586
U_1031,4.735960721558491,4.8936096152438004,4.514620293514402,5.0,5.0,4.9567949462660605,5.0,5.0,5.0,5.0,1.078061554657371,1.3788397168346647,1.9160587655778738,1.0,1.0756346544194806,1.8624047580562655,1.0,2.9457816292834815,2.2580868686128595,1.2256242978155534,2.702337440565403,3.8158734672174393,1.326104367488218,3.817847617471662,4.328263901928359,3.89139802650254,2.505499494596767,2.8596848895807687,1.5845972219258369,3.340000250010156
U_1032,3.2219822149925887,3.210557686591713,2.4082264620380447,3.34930364370722,3.2350531783791245,3.234261994857408,3.6894817611872917,3.228392505633376,3.235985863173684,2.1499706972190484,3.257228028644974,3.4025479310595514,3.8628102429451414,3.597893309328125,2.983269061808021,3.310619816636349,3.8049226672753247,2.9997704276908626,2.663397725401163,3.778109574881084,1.064469217951057,3.8006484992530827,1.0383091845204886,3.749992346790048,4.014583922396701,4.063236645959827,4.274597942870926,3.6828752140575602,1.611342777530603,1.8400346851516383
U_1033,1.983481964836233,1.2395998681255798,1.0,1.9999643638611457,1.2853724534767879,1.2395847491145315,2.1234196867580613,1.1408585105656652,1.4600973377717996,2.2260302989743144,3.478380308639873,4.135859240891991,2.6595079631902596,4.3897618688000595,4.145595514632744,2.71569624552703,2.8159075593895717,2.3586352615859436,3.750991597230346,2.8856629537663405,1.1126599760670643,4.663011090726264,3.2637105781813225,1.22670266134589,2.8642320732753506,2.723659570715441,3.4946287588459337,4.859144611800148,2.451012809267135,3.516231926630846
U_1034,4.517158848273267,4.0165460053186255,3.58236348398245,4.344921015109247,3.2736406061331556,4.78973187570473,3.823747004193221,3.9723780434659797,2.9986431100500317,3.547993042721101,3.266242188065762,3.6484246996953402,2.3525355594164266,2.115428360075555,2.3319177302629495,2.6291350382103547,3.0947544671988267,2.911198480521487,2.9775698838134335,3.255698018928067,2.8845372738856887,2.395772087990606,3.517518678467619,1.4391169658326861,4.030181533943227,4.975008583701564,4.8303175103464255,4.99696232089776,3.855240789376029,4.0825143816290215
U_1035,2.9148176394903125,1.7584238704361224,2.0133392132276025,2.7321685703259986,1.5696562008924473,2.1469557921537183,2.52767781766492,1.7326412463594387,1.287380071032406,1.0425145574762573,3.9025339604919207,4.686374070806737,3.803604380619604,4.870286500685424,4.820260277591789,4.290958388210435,4.082280647525936,4.35231564058266,4.188113823831117,4.7547191227433085,1.7329034676214174,3.2445322254356928,1.201849212932915,4.250250841563494,2.914968250571029,4.083147663490635,4.6181617397105015,4.8116885742217566,1.1272771640996426,4.541008901855388
U_1036,3.44684429759509,3.079361713576824,3.509109571879892,4.343183761523763,3.6819080563132918,2.464926314836556,2.474118675085796,3.267147967602223,3.098463878478731,3.193723927851968,1.8884149663859502,2.950767312788268,2.6317068352057147,2.0410991740063325,2.2566894311155075,2.1406854381748572,1.403453125531587,2.5499083991899174,2.4659213830915134,2.71427511725852,3.3401681925789695,3.477982331977398,2.1619395390561555,1.9318050464945262,3.9464941373086515,3.314720021119942,1.6045487872929693,3.87296938101414,4.408710365846554,3.9468692992721968
U_1037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3218664735387673,1.0,1.0,1.0,1.513812990228916,1.6367610863702005,1.1606543349856058,1.8543590382387374,1.5316354989892729,2.118149418371962,1.9709430456898025,1.9023260161008688,1.7493769096113359,2.6327671270880852,4.91792731426585,4.405817656712067,2.422260240868332,4.520440659890145,4.736765078986496,1.1702110984288585,3.9857633320883665,4.766205742759222,3.3055026040360644
U_1038,1.3933895852258864,1.0,1.395026599462857,2.2181192377274597,1.8162929404748756,1.0,1.3642851913773513,1.7931881283574098,1.7154549198108457,1.4881387731185984,4.046942851409766,3.5305025808776245,3.6022647332390054,2.6138088041718963,2.8281450483802573,2.5818265965152216,3.643945222385865,3.208863424610837,3.7881264154260337,2.9315044649562894,3.617679342158891,2.2493845748743673,1.4052334672916564,1.5811894147035073,4.562166340522387,4.632793357832073,2.5963789367790167,4.036840390436069,4.555265842123324,3.6930372289871074
U_1039,2.351695530598389,3.132927843194925,2.8917907117552453,3.4278175779223985,3.6448865849121113,2.844937801768882,4.363252537503508,3.232493084672575,4.229071688550368,2.864903900156759,3.302444520579688,4.5069383963803595,4.105607113334043,3.8455710287700486,3.7905567203273476,4.149981964536862,3.618639318037955,4.402131940028335,3.0765759896267966,3.87968952255627,4.809580696255806,4.825324799615762,1.866188658213325,1.780607874299676,2.8183142967498185,4.25826826133706,3.0883179152745583,4.45041950618516,4.652107637587572,2.940445850055511
U_1040,3.5388033304499635,4.191267980789104,3.988539337195385,4.135707804063367,4.363202447072807,4.269354134280692,3.7849904425594487,3.994504444743329,3.947924496915039,3.633115250398548,4.510597585285883,3.8989754866802975,3.915988685084455,4.144911009204244,4.441966130603745,4.210338874899211,4.7074474275057625,4.981532447373216,4.172754522662861,4.3049237599885295,3.1149445391810144,1.5949373323295255,2.6975648338897082,4.101668941480825,4.4373707174081165,3.2547796759350653,3.062282460874858,4.807141851408832,1.061357117673055,1.90759297247049
U_1041,3.0010007183714125,3.2841284179121817,3.588581077168272,2.3595065216063,3.8148820448638077,2.998694466290536,3.114019315823324,3.353474713168964,3.097276042849734,2.6391207637392338,2.5821886748439162,2.3900975336823436,2.339413484716706,1.9764361013257286,3.149162038855409,2.718514613547346,1.490350342370173,1.939612560314349,2.5969860182793307,2.306524446923092,4.149514414360398,4.056005824111368,4.369096410532464,2.047438478062153,1.4058295220308525,3.108404076586854,1.5364290710842212,2.78282457808131,4.911169263799583,4.528827891087742
U_1042,2.599177862166815,2.5679564263521435,2.053278667428875,2.7760291784400133,3.9622290234639195,3.091620682942095,2.1402668830782066,3.062871863217523,2.731611154632065,2.748882110319176,3.8139441833533665,4.731897047662661,4.509853512152399,3.0159250261323343,3.4200768664281593,3.7222146268008887,3.2026465218717366,3.4546415731752447,2.526840974509362,3.5861330096822153,4.012163985263749,3.531543600081651,2.019396217900817,2.7961398650567606,1.407277669947124,2.314831727898083,1.4992697286184415,2.6660435121685078,2.4654284595613953,3.1304905326697012
U_1043,2.7148530013097147,2.75078376743825,2.7884994092115276,2.232263770124571,2.460629540983326,1.8775084061519816,3.1116403579280427,1.7258465674605494,2.7008679487467107,3.1761861725483085,3.374124216834872,2.4816437965059643,2.581451900057228,2.5458335604361815,2.8377848031363766,2.9661623115126368,3.6153976896337987,2.916396744755095,2.426216857610167,2.786006800766202,4.687164417295461,4.26758414908795,4.988548061453368,1.6066854922369571,3.19306778746992,2.0035119164157935,1.1874430231168147,2.841857849514523,4.477124473460699,3.37727324458894
U_1044,1.0,1.583078506877396,1.6919910470364208,1.6398030190057418,1.2805594015980162,1.6247612388500399,1.7023617387237642,1.0750104636744136,1.0,1.223642142737149,3.6975293901991617,2.191333143719489,2.924331965145084,2.9588026642129033,2.8843097260134867,2.6372554860794404,2.7500635229483863,2.911116972009636,2.455098532867951,2.276896316827413,1.8560714689520248,1.1147422945593886,2.4210472525541133,3.7117196252643945,3.607378473825076,3.049438067900346,4.403439704221602,3.6392686858263765,1.7472354827984566,4.960435655012731
U_1045,2.696702283588585,1.1112163106376105,1.9286368054446648,2.671727200127752,1.9279677333023368,1.8586323359621746,2.5307245506263043,1.3939674158296365,2.196286229299377,2.565894077306076,3.832674784960334,4.470918736809094,3.3156573068261155,3.703727573687769,4.038267128832421,3.222886155412424,2.7758212867649146,3.5939363483132136,4.1810309474010126,4.045909594789006,4.3093078831397635,1.3125241717562233,2.5457946339344923,3.9130789365339047,1.6119751039136108,3.3111270468478953,4.790976552272715,4.101781585111059,2.7861029706489475,4.940062713090562
U_1046,2.4473370073073535,3.026770507326204,2.797583780908547,1.4099902993400995,2.4482218972261607,2.4533183159897076,2.1326231384245737,3.0863739485779984,2.672639643014155,3.1749341437113507,3.8493973115459985,4.120239915220955,3.364882209272805,3.2712393239806965,3.067626133969347,3.7587241331150643,3.1724252125097387,3.7389618916616785,3.1684366295734354,3.4957097339452323,4.622081514018747,1.2787831182765834,1.4884248169231773,2.4467692715948552,2.888720179223972,1.9781057258353822,1.4627400808718867,4.482177563605317,1.1766575544959066,3.345243939999749
U_1047,4.2638965108933915,4.100419302122162,5.0,4.257529239460563,5.0,4.222109420766172,3.9151932872761956,4.238121911461235,4.373389703249942,3.974537411944215,1.9033320427761207,1.954946396404485,1.7158053024276143,1.8398298715583417,1.0806013779689927,1.4373262302995404,1.27718603815006,2.2369386690711504,1.329846780759612,1.584697039795777,2.5710519237903107,3.371837821989151,3.720791603426123,4.138986584491002,1.3774506712636923,4.690404974613915,1.8524894741964464,2.8248430171304224,1.160303987371309,1.1358290480698647
U_1048,3.2483945892256947,3.625086914102269,3.3601705509887076,3.9732726998792796,2.7398347055168193,2.7765676870360116,2.7657808222796687,3.315671472642342,3.641112914484544,3.3190553209544715,4.689997991746029,4.158376902457802,3.7897990246319706,4.70124563971206,4.518214855635741,4.263208020228122,4.098251414044254,5.0,4.589975170108812,3.626055199309878,2.2552647783958726,3.411744270302152,1.9738607311379264,1.9596266076885058,3.4083979422132415,3.229095986937274,1.3594515389396413,2.4534905047205178,4.773104403078553,2.5845901521793735
U_1049,1.0,1.482975275387333,1.081005338567381,1.0,1.0,1.0,1.0,1.3327504795813367,1.101225618238987,1.9699482440959668,3.8726148935747977,3.88481083051547,3.6238496063260204,4.301136338535035,3.3450985258446093,4.309303194269,3.9186975914141375,4.393529595204411,3.295117760422934,3.5238865944842286,4.808143638713151,4.624419557419905,3.5154703811801853,3.7676154484006243,4.420376147011392,3.1060213015285862,4.51000868456334,4.933410458808906,4.242426450116156,4.749173120203556
U_1050,3.8014498956075715,2.703063914658521,3.019872221443058,3.753432585774936,4.077491231526035,3.872797997775467,2.8486970986345033,3.6000631619986914,2.502952422150532,4.111072469263727,3.0372451160005833,2.640524275696902,2.6426865071810974,2.4388955030975863,3.1420396961734607,2.2061434809908356,2.589015703261457,2.0733829995658217,1.4639278050705904,3.4675068641535827,3.510531288555472,2.87041405807378,1.8926309136117063,3.919858325681816,3.950555904078095,2.742553553464561,4.834834934144964,1.927550484028905,3.1193041776551733,2.153226369504037
U_1051,2.1043361556449702,2.1831807622866473,2.6285268448014456,2.713483997313962,3.047919516951465,2.7373973422512683,1.949193010875776,1.9735840063108168,2.856336342698122,1.701699000594244,3.871892759573619,4.106546305450702,2.894274122354339,3.7806788300802716,3.238679778008473,2.7147000095634346,3.2819098009436396,3.242954714151018,3.135846676715254,3.003014095319142,2.5227059409658734,1.2721962200198558,2.551489068905872,4.874629511155105,2.513166209717085,1.2322851828674422,2.0471863068835603,1.888019341009909,3.1018326942581513,4.997074740785264
U_1052,1.8586353550952213,2.043419251694997,2.4178294121240014,2.3585237156091625,2.0061277762243104,2.712718120409563,1.9758482411775116,2.152240918369165,1.8521861768016228,2.3812677576633026,3.936492653367646,3.514507212097229,2.9898953711768548,2.9152989979180437,2.621458607888968,4.608266955952717,4.0750937765447,3.3575480283964128,2.6713707649870138,3.7004883461308546,4.167310883726521,1.8381176064900617,4.42668836781767,1.929286660746865,4.975175186548487,4.5296053378393974,2.2143353197414997,3.8616298193059824,3.995018473904745,1.3372701074262099
U_1053,3.582148532220709,3.3421347860468273,3.8314327167441102,3.5983540575748925,4.161212547169401,3.8963406643603005,3.4894334590169334,3.566428059995849,3.1860919651070625,3.734291542778889,2.878465078990888,4.292018646282608,2.7390124408081404,3.09607924288145,2.9683289029573787,2.944653074686413,3.4208133125189604,3.4658591326497055,2.503699365329301,3.2898562476092144,2.2178956064628603,1.0322923792713716,3.95562364589628,1.374841920171011,3.651739905864547,2.267976905772119,2.4506787376517583,1.7186291824105693,2.3666751262819603,3.2724567240207487
